,number,value,datetime_start,datetime_complete,duration,params_T_max,params_batch_size,params_beta1,params_beta2,params_epochs,params_eta_min,params_factor,params_gamma,params_lr,params_max_lr,params_momentum,params_optimizer,params_patience,params_preweight_mode,params_scheduler,params_step_size,params_weight_decay,state
21,21,0.7414559125900269,2025-01-27 20:32:25.947273,2025-01-27 20:42:46.748621,0 days 00:10:20.801348,7.0,6,,,19,2.538395959476587e-07,,,0.01097758333880567,,0.9004695376397125,SGD,,fine_tuning,CosineAnnealingLR,,1.0334682674053017e-05,COMPLETE
22,22,0.7527187466621399,2025-01-27 20:42:46.775503,2025-01-27 20:53:07.980220,0 days 00:10:21.204717,7.0,6,,,19,2.669137339202579e-07,,,0.011301587205138203,,0.9019022228838534,SGD,,fine_tuning,CosineAnnealingLR,,1.065292755106599e-05,COMPLETE
23,23,0.738433837890625,2025-01-27 20:53:08.007003,2025-01-27 21:03:28.157055,0 days 00:10:20.150052,9.0,6,,,19,6.32293036502911e-07,,,0.010594174875782434,,0.913554417163203,SGD,,fine_tuning,CosineAnnealingLR,,1.948725550303225e-05,COMPLETE
24,24,0.711764931678772,2025-01-27 21:03:28.183651,2025-01-27 21:13:49.334482,0 days 00:10:21.150831,7.0,6,,,19,2.14323188833096e-07,,,0.020968716832700317,,0.912654689750742,SGD,,fine_tuning,CosineAnnealingLR,,1.9240381395930702e-05,COMPLETE
25,25,0.7497597932815552,2025-01-27 21:13:49.362852,2025-01-27 21:23:39.130177,0 days 00:09:49.767325,6.0,7,,,18,1.3528111753629974e-06,,,0.010447640281174097,,0.9290940644547548,SGD,,fine_tuning,CosineAnnealingLR,,1.7489352805612285e-05,COMPLETE
26,26,0.788288950920105,2025-01-27 21:23:39.156996,2025-01-27 21:32:22.104221,0 days 00:08:42.947225,,6,,,16,,,0.4675919867692174,0.018664255816950658,,0.9012538185195407,SGD,,fine_tuning,StepLR,2.0,3.08141794416894e-05,COMPLETE
27,27,0.7964865565299988,2025-01-27 21:32:22.132122,2025-01-27 21:41:08.918248,0 days 00:08:46.786126,,5,,,16,,,0.4872096123249667,0.02003307641178482,,0.9149985660582497,SGD,,fine_tuning,StepLR,2.0,2.907225663621022e-05,COMPLETE
28,28,0.15224120020866394,2025-01-27 21:41:08.945177,2025-01-27 21:42:52.361955,0 days 00:01:43.416778,,5,,,16,,,0.4897908657970608,0.02143058649883532,,0.9382350336873255,SGD,,freezing,StepLR,2.0,3.064403606104241e-05,PRUNED
29,29,0.0,2025-01-27 21:42:52.377470,2025-01-27 21:45:52.083989,0 days 00:02:59.706519,,5,0.9966872395146547,0.9013393876065032,16,,,0.497195674751372,0.004406688563154684,,,Adam,,random,StepLR,2.0,,PRUNED
30,30,0.6710301041603088,2025-01-27 21:45:52.104412,2025-01-27 21:49:09.197046,0 days 00:03:17.092634,,7,,,16,,,0.3730836841906143,0.027541719917962258,,0.919560756549253,SGD,,fine_tuning,StepLR,3.0,0.0001326279756401553,PRUNED
31,31,0.7396700978279114,2025-01-27 21:49:09.214856,2025-01-27 21:56:47.460258,0 days 00:07:38.245402,,6,,,14,,,0.3598401409012907,0.016933962038117503,,0.9075377587309724,SGD,,fine_tuning,StepLR,3.0,1.5689571341241856e-05,COMPLETE
32,32,0.7517696619033813,2025-01-27 21:56:47.487966,2025-01-27 22:06:34.560443,0 days 00:09:47.072477,,6,,,18,,,0.3877575365113006,0.01783275646368505,,0.909025110099998,SGD,,fine_tuning,StepLR,2.0,2.6499240133021447e-05,COMPLETE
33,33,0.0,2025-01-27 22:06:34.582900,2025-01-27 22:09:19.690724,0 days 00:02:45.107824,,5,0.9318263139519829,0.9499893676369983,16,,,0.43928298856392667,0.006682768761582391,,,Adam,,fine_tuning,StepLR,3.0,,PRUNED
34,34,0.7525782585144043,2025-01-27 22:09:19.709415,2025-01-27 22:16:53.348122,0 days 00:07:33.638707,,8,,,14,,,0.2917773039825793,0.028588524267748293,,0.9210420862026929,SGD,,fine_tuning,StepLR,2.0,7.123254686038534e-05,COMPLETE
35,35,0.7579300999641418,2025-01-27 22:16:53.375459,2025-01-27 22:23:58.460359,0 days 00:07:05.084900,,6,,,13,,,0.4369502220060438,0.012922612905989514,,0.9357573499989195,SGD,,fine_tuning,StepLR,4.0,2.4468239729144403e-05,COMPLETE
36,36,0.062319763004779816,2025-01-27 22:23:58.487682,2025-01-27 22:25:39.238997,0 days 00:01:40.751315,,8,,,16,,,,0.019331690517439794,0.009455926511160086,0.9074984988621543,SGD,,freezing,OneCycleLR,,1.4764200121039065e-05,PRUNED
37,37,0.0,2025-01-27 22:25:39.255765,2025-01-27 22:28:13.194245,0 days 00:02:33.938480,,7,,,17,,0.49457515996863854,,0.007714510997511258,,0.9124830012425091,RMSprop,5.0,random,ReduceLROnPlateau,,0.16271129510137022,PRUNED
38,38,0.7084672451019287,2025-01-27 22:28:13.213921,2025-01-27 22:31:29.643301,0 days 00:03:16.429380,,6,,,18,,,0.3130040128673539,0.026048110086854852,,0.9536696347248155,SGD,,fine_tuning,StepLR,4.0,4.331807867911659e-05,PRUNED
39,39,0.17275263369083405,2025-01-27 22:31:29.661437,2025-01-27 22:33:11.436066,0 days 00:01:41.774629,,7,,,17,,0.47805538532066605,,0.015104328145582427,,0.9607774897994311,SGD,2.0,freezing,ReduceLROnPlateau,,7.425867986897201e-05,PRUNED
