,number,value,datetime_start,datetime_complete,duration,params_T_max,params_batch_size,params_beta1,params_beta2,params_epochs,params_eta_min,params_factor,params_gamma,params_lr,params_max_lr,params_momentum,params_optimizer,params_patience,params_preweight_mode,params_scheduler,params_step_size,params_weight_decay,state
45,45,0.43548160791397095,2025-01-26 21:45:18.906881,2025-01-26 21:46:26.416535,0 days 00:01:07.509654,,8,,,20,,0.4918674333384345,,0.007657631360051177,,0.9085832662837212,SGD,2.0,fine_tuning,ReduceLROnPlateau,,1.1335666011212432e-05,PRUNED
46,46,0.08682354539632797,2025-01-26 21:46:26.434049,2025-01-26 21:46:54.268507,0 days 00:00:27.834458,,4,,,19,,,,0.0035780992345245326,0.004834702343213715,0.9608104513845921,RMSprop,,freezing,OneCycleLR,,0.9186605497905616,PRUNED
47,47,0.40918582677841187,2025-01-26 21:46:54.285587,2025-01-26 21:47:20.966551,0 days 00:00:26.680964,,8,0.9455595793366528,0.9215330647601433,20,,,,0.004431686005056747,0.0031064276561719026,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
48,48,0.40419137477874756,2025-01-26 21:47:20.984428,2025-01-26 21:47:49.169357,0 days 00:00:28.184929,,7,0.9296420107787905,0.9769275038126022,17,,,,0.0023996965882298257,0.0059297507357060995,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
49,49,0.35823526978492737,2025-01-26 21:47:49.187124,2025-01-26 21:48:17.092301,0 days 00:00:27.905177,,7,0.9083867661450673,0.932067587281533,16,,,,0.0011681773807768574,0.009606771323127362,,AdamW,,random,OneCycleLR,,0.004675266818369221,PRUNED
50,50,0.4397786259651184,2025-01-26 21:48:17.110675,2025-01-26 21:49:29.483867,0 days 00:01:12.373192,,6,0.9790339102832462,0.9558108736906998,17,,0.10510497397626911,,0.0015129071900528263,,,Adam,5.0,fine_tuning,ReduceLROnPlateau,,,PRUNED
51,51,0.41795748472213745,2025-01-26 21:49:29.501595,2025-01-26 21:50:00.184494,0 days 00:00:30.682899,,5,0.8831069922652057,0.9415628693136294,18,,,,0.0006400823406924462,0.009421682539931312,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
52,52,0.421654611825943,2025-01-26 21:50:00.202062,2025-01-26 21:50:29.217279,0 days 00:00:29.015217,,6,0.9858727200532856,0.9543356999736827,19,,,,0.0010073235797937198,0.006052233244724301,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
53,53,0.4969477653503418,2025-01-26 21:50:29.234563,2025-01-26 21:52:09.139276,0 days 00:01:39.904713,,4,0.8951085797026672,0.9643733620698351,18,,,,0.0032563492380549546,0.0098440908844358,,Adam,,fine_tuning,OneCycleLR,,,COMPLETE
54,54,0.44846221804618835,2025-01-26 21:52:09.156921,2025-01-26 21:53:00.055747,0 days 00:00:50.898826,,4,0.9295478132062092,0.964570267467761,20,,,,0.0032206991130725652,0.006487536862731226,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
55,55,0.3747636079788208,2025-01-26 21:53:00.073849,2025-01-26 21:53:33.529713,0 days 00:00:33.455864,,4,0.9008788014444801,0.9695709814285107,17,,,,0.004419021525633694,0.003975237083005424,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
56,56,0.46851569414138794,2025-01-26 21:53:33.547992,2025-01-26 21:55:00.074367,0 days 00:01:26.526375,,4,0.8797007757384393,0.979536305713792,15,,,0.337382379711961,0.002165534945725761,,,Adam,,fine_tuning,StepLR,4.0,,COMPLETE
57,57,0.335542768239975,2025-01-26 21:55:00.095646,2025-01-26 21:55:34.862068,0 days 00:00:34.766422,,4,,,18,,,,0.0062104495457898,0.007057044780675552,0.9347651404866975,SGD,,fine_tuning,OneCycleLR,,2.408615206585611e-05,PRUNED
58,58,0.3982006311416626,2025-01-26 21:55:34.879714,2025-01-26 21:56:07.121724,0 days 00:00:32.242010,,5,0.9638399999286693,0.9607925317381735,19,,,,0.003247092632251086,0.0021515375377566415,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
59,59,0.10744879394769669,2025-01-26 21:56:07.139472,2025-01-26 21:56:40.137164,0 days 00:00:32.997692,,5,0.9480102001360814,0.9296216699742713,17,,,,0.005357711796919217,0.0008427734777187711,,AdamW,,random,OneCycleLR,,0.0020230491145934856,PRUNED
60,60,0.013137169182300568,2025-01-26 21:56:40.155308,2025-01-26 21:57:15.620850,0 days 00:00:35.465542,,4,,,16,,0.3916665847499334,,0.0029502172272844623,,0.9598462031410736,RMSprop,4.0,fine_tuning,ReduceLROnPlateau,,0.6848338258069633,PRUNED
