,number,value,datetime_start,datetime_complete,duration,params_T_max,params_batch_size,params_beta1,params_beta2,params_epochs,params_eta_min,params_factor,params_gamma,params_lr,params_max_lr,params_momentum,params_optimizer,params_patience,params_preweight_mode,params_scheduler,params_step_size,params_weight_decay,state
66,66,0.5226446986198425,2025-01-28 22:02:32.687423,2025-01-28 22:04:36.693443,0 days 00:02:04.006020,,4,,,16,,,,0.0051164930171627284,0.0033240351744169613,0.924752936653487,SGD,,fine_tuning,OneCycleLR,,2.021548078756609e-05,PRUNED
67,67,0.0,2025-01-28 22:04:36.712572,2025-01-28 22:05:52.302286,0 days 00:01:15.589714,,5,,,11,,,,0.0010345747227099586,0.004251237536717396,0.9605145636317193,RMSprop,,freezing,OneCycleLR,,0.7126370847050191,PRUNED
68,68,0.6189674139022827,2025-01-28 22:05:52.318873,2025-01-28 22:10:32.951901,0 days 00:04:40.633028,,7,0.892581922327838,0.9162230871621309,14,,,0.07230730372060953,0.00012382975111617387,,,Adam,,fine_tuning,StepLR,3.0,,COMPLETE
69,69,0.6120795607566833,2025-01-28 22:10:32.979105,2025-01-28 22:14:41.812456,0 days 00:04:08.833351,,4,0.9320783730351316,0.9331888786186565,12,,,,0.00027746463791331803,0.0010934215222509422,,Adam,,fine_tuning,OneCycleLR,,,COMPLETE
70,70,0.5481606721878052,2025-01-28 22:14:41.838818,2025-01-28 22:16:47.539390,0 days 00:02:05.700572,13.0,4,0.946783670409394,0.9227428878709206,13,2.078642265713286e-07,,,0.00014969709980512682,,,Adam,,fine_tuning,CosineAnnealingLR,,,PRUNED
71,71,0.636060357093811,2025-01-28 22:16:47.556502,2025-01-28 22:20:16.016796,0 days 00:03:28.460294,9.0,4,0.9214310015512668,0.9699054701599575,10,4.5689133335868816e-06,,,0.00011267903115596062,,,Adam,,fine_tuning,CosineAnnealingLR,,,COMPLETE
72,72,0.6489781141281128,2025-01-28 22:20:16.043231,2025-01-28 22:23:44.070530,0 days 00:03:28.027299,10.0,4,0.937696902799895,0.9651163671292101,10,3.7445936776335586e-06,,,0.00012033697999017708,,,Adam,,fine_tuning,CosineAnnealingLR,,,COMPLETE
73,73,0.6131212711334229,2025-01-28 22:23:44.096835,2025-01-28 22:27:32.800914,0 days 00:03:48.704079,10.0,4,0.9367936993846634,0.9761593427933531,11,1.237739301839092e-06,,,0.0001016464637835394,,,Adam,,fine_tuning,CosineAnnealingLR,,,COMPLETE
74,74,0.6453628540039062,2025-01-28 22:27:32.827047,2025-01-28 22:31:00.526687,0 days 00:03:27.699640,8.0,4,0.9541827800437119,0.9508600307328393,10,5.382752113918046e-07,,,0.00013745471751560755,,,Adam,,fine_tuning,CosineAnnealingLR,,,COMPLETE
75,75,0.540543258190155,2025-01-28 22:31:00.552794,2025-01-28 22:33:26.470626,0 days 00:02:25.917832,8.0,4,0.9506159073512717,0.9628927640049436,10,6.316714710769407e-07,,,0.00016918282045624811,,,AdamW,,fine_tuning,CosineAnnealingLR,,0.005553257229683843,PRUNED
76,76,0.6540245413780212,2025-01-28 22:33:26.487839,2025-01-28 22:36:54.003865,0 days 00:03:27.516026,7.0,4,0.8058439189224573,0.9501070192427428,10,5.048448102402947e-07,,,0.00019791105995851441,,,Adam,,fine_tuning,CosineAnnealingLR,,,COMPLETE
77,77,0.25861385464668274,2025-01-28 22:36:54.029975,2025-01-28 22:38:54.293642,0 days 00:02:00.263667,7.0,7,0.8221913126657093,0.903807086011517,15,4.7223226019008625e-06,,,0.000205268784898033,,,Adam,,random,CosineAnnealingLR,,,PRUNED
78,78,0.05572843179106712,2025-01-28 22:38:54.310753,2025-01-28 22:40:57.832541,0 days 00:02:03.521788,11.0,5,0.8793780894819908,0.9921550241698686,10,1.727708663620709e-07,,,0.00043036042582871514,,,Adam,,fine_tuning,CosineAnnealingLR,,,PRUNED
79,79,0.1188560202717781,2025-01-28 22:40:57.849838,2025-01-28 22:42:14.256932,0 days 00:01:16.407094,10.0,4,0.9108487768634087,0.9549767211166806,11,3.827427613628845e-07,,,0.00024505762920967906,,,Adam,,freezing,CosineAnnealingLR,,,PRUNED
80,80,0.2832411825656891,2025-01-28 22:42:14.274046,2025-01-28 22:44:19.161172,0 days 00:02:04.887126,7.0,4,0.8097621513122579,0.918744555312274,17,1.1220302398834064e-06,,,0.0003243668706114975,,,Adam,,fine_tuning,CosineAnnealingLR,,,PRUNED
81,81,0.5856877565383911,2025-01-28 22:44:19.178744,2025-01-28 22:46:44.682071,0 days 00:02:25.503327,8.0,4,0.9270810542419968,0.950973820497967,10,5.431218008636179e-07,,,0.0001396106425920287,,,Adam,,fine_tuning,CosineAnnealingLR,,,PRUNED
82,82,0.1198972836136818,2025-01-28 22:46:44.700295,2025-01-28 22:48:49.485023,0 days 00:02:04.784728,6.0,4,0.9748065654415753,0.9701042292994443,10,4.5493228187057737e-07,,,0.00018720356671217024,,,Adam,,fine_tuning,CosineAnnealingLR,,,PRUNED
83,83,0.6192402839660645,2025-01-28 22:48:49.502388,2025-01-28 22:52:38.032000,0 days 00:03:48.529612,9.0,4,0.8543339510221555,0.9499228767937824,11,1.7195537960673333e-06,,,0.00014471639658985484,,,Adam,,fine_tuning,CosineAnnealingLR,,,COMPLETE
84,84,0.41729968786239624,2025-01-28 22:52:38.058472,2025-01-28 22:54:42.752296,0 days 00:02:04.693824,8.0,4,0.9625645561291466,0.9380801515771223,10,2.753088932162642e-07,,,0.00016918412257427084,,,Adam,,fine_tuning,CosineAnnealingLR,,,PRUNED
85,85,0.46999359130859375,2025-01-28 22:54:42.770653,2025-01-28 22:56:47.439744,0 days 00:02:04.669091,,4,0.9578893434607512,0.9567868927965845,10,,0.19390853520814233,,0.00023507484287070722,,,Adam,4.0,fine_tuning,ReduceLROnPlateau,,,PRUNED
86,86,0.0,2025-01-28 22:56:47.457147,2025-01-28 22:58:28.673293,0 days 00:01:41.216146,7.0,4,,,15,3.074221320624593e-06,,,0.005086730348768074,,0.9078114731071258,SGD,,fine_tuning,CosineAnnealingLR,,0.0001285163410683086,PRUNED
87,87,0.6260284781455994,2025-01-28 22:58:28.689831,2025-01-28 23:02:59.021942,0 days 00:04:30.332111,,4,0.8955332860213425,0.9126176059241131,13,,,0.224519696771042,0.00013027919313001555,,,AdamW,,fine_tuning,StepLR,4.0,0.0074449365096067735,COMPLETE
88,88,0.0,2025-01-28 23:02:59.049002,2025-01-28 23:04:42.003564,0 days 00:01:42.954562,11.0,5,,,16,7.476035033303956e-07,,,0.0010286035632446498,,0.937655237529925,RMSprop,,fine_tuning,CosineAnnealingLR,,0.30095471798278656,PRUNED
89,89,0.09609784185886383,2025-01-28 23:04:42.023117,2025-01-28 23:06:46.590849,0 days 00:02:04.567732,,4,0.9798082221902273,0.9443372736152498,11,,,,0.0002016850184128655,0.007407617439945357,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
90,90,0.14878630638122559,2025-01-28 23:06:46.608107,2025-01-28 23:08:47.806119,0 days 00:02:01.198012,6.0,6,0.9703607821463355,0.9525068961748666,13,5.012879316298748e-07,,,0.00011594467283098917,,,Adam,,random,CosineAnnealingLR,,,PRUNED
91,91,0.5171846151351929,2025-01-28 23:08:47.823323,2025-01-28 23:10:52.891839,0 days 00:02:05.068516,,4,0.9520450864923264,0.9471687476469873,12,,,,0.00016366132395783707,0.0022531662041013686,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
92,92,0.5839129686355591,2025-01-28 23:10:52.909030,2025-01-28 23:13:18.681118,0 days 00:02:25.772088,,4,0.9426962197025313,0.9411467235323164,12,,,,0.00012023557027796773,0.00040677800955336044,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
93,93,0.4517577290534973,2025-01-28 23:13:18.695970,2025-01-28 23:15:23.779533,0 days 00:02:05.083563,,4,0.9062164099845889,0.9416839239723893,12,,,,0.00013927310167787687,0.00020748669566084138,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
94,94,0.5896026492118835,2025-01-28 23:15:23.797112,2025-01-28 23:17:49.671476,0 days 00:02:25.874364,,4,0.9191129737452206,0.980832059419656,14,,,,0.00018056290388051348,0.000611316043413648,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
95,95,0.6220846176147461,2025-01-28 23:17:49.688399,2025-01-28 23:21:38.388572,0 days 00:03:48.700173,,4,0.9469110219237796,0.905405339493881,11,,,,0.00015403278170894082,0.0008605824805302656,,Adam,,fine_tuning,OneCycleLR,,,COMPLETE
96,96,0.6404651999473572,2025-01-28 23:21:38.414643,2025-01-28 23:26:08.765156,0 days 00:04:30.350513,,4,0.9368192871127062,0.9368728233659523,13,,,,0.0007871639147808858,0.0011777793376869018,,Adam,,fine_tuning,OneCycleLR,,,COMPLETE
97,97,0.655511200428009,2025-01-28 23:26:08.791006,2025-01-28 23:31:40.495994,0 days 00:05:31.704988,,4,0.9295129793402905,0.9110097298193686,16,,,,0.00011362809765064526,0.0016127061159939774,,Adam,,fine_tuning,OneCycleLR,,,COMPLETE
